det,des,id,img_idx,ttc_lidar,ttc_camera,ttc_diff
SIFT,AKAZE,487,2,12.6142,15.0483,-2.43404
SIFT,AKAZE,488,3,14.091,14.1114,-0.0204145
SIFT,AKAZE,489,4,16.6894,20.5177,-3.82832
SIFT,AKAZE,490,5,15.7465,15.4623,0.28422
SIFT,AKAZE,491,6,12.7835,12.3835,0.399982
SIFT,AKAZE,492,7,0,0,0
SIFT,AKAZE,493,8,13.1241,15.4273,-2.30316
SIFT,AKAZE,494,9,0,0,0
SIFT,AKAZE,495,10,11.1746,11.9709,-0.796233
SIFT,AKAZE,496,11,12.8086,11.0678,1.74075
SIFT,AKAZE,497,12,8.95978,11.1602,-2.20042
SIFT,AKAZE,498,13,0,0,0
SIFT,AKAZE,499,14,0,0,0
SIFT,AKAZE,500,15,0,0,0
SIFT,AKAZE,501,16,0,0,0
SIFT,AKAZE,502,17,9.61241,13.7827,-4.17026
SIFT,AKAZE,503,18,8.3988,16.5446,-8.14582
SIFT,SIFT,504,1,12.5156,11.911,0.604606
SIFT,SIFT,505,2,12.6142,15.0683,-2.45401
SIFT,SIFT,506,3,14.091,15.0893,-0.998326
SIFT,SIFT,507,4,16.6894,22.9581,-6.26876
SIFT,SIFT,508,5,15.7465,13.295,2.45154
SIFT,SIFT,509,6,12.7835,12.3685,0.414986
SIFT,SIFT,510,7,0,0,0
SIFT,SIFT,511,8,13.1241,16.103,-2.97889
SIFT,SIFT,512,9,0,0,0
SIFT,SIFT,513,10,11.1746,11.0816,0.0930338
SIFT,SIFT,514,11,12.8086,11.3816,1.42703
SIFT,SIFT,515,12,8.95978,11.5292,-2.5694
SIFT,SIFT,516,13,0,0,0
SIFT,SIFT,517,14,0,0,0
SIFT,SIFT,518,15,0,0,0
SIFT,SIFT,519,16,0,0,0
SIFT,SIFT,520,17,9.61241,13.7827,-4.17026
SIFT,SIFT,521,18,0,0,0
